id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
154158,CA,F,838.0,5,50,42,6,7.0,163,176.0,235,241.0,6653
23146,SC,M,688.0,0,1,64,9,5.0,402,432.0,442,475.0,16158
1617,CA,F,5970.0,98,24,34,10,15.0,1386,1496.0,1208,1273.0,62822
68022,MI,F,435.0,0,0,62,10,15.0,304,322.0,325,365.0,12197
44705,FL,F,677.0,2,7,8,9,15.0,242,261.0,282,302.0,13521
49943,FL,M,980.0,12,8,13,11,10.0,335,387.0,381,435.0,14977
24152,SC,M,788.0,4,2,47,6,8.0,225,275.0,299,343.0,12754
136645,Arizona,J,950.0,17,33,11,9,10.0,199,371.0,361,433.0,21071
58597,KY,M,295.0,0,1,81,25,50.0,155,161.0,199,223.0,8290
165628,CA,M,1831.0,31,22,41,5,5.0,280,324.0,313,380.0,13119
45201,FL,M,817.0,13,6,9,7,11.0,282,288.0,413,473.0,36395
34735,FL,F,838.0,1,8,22,15,20.0,354,374.0,402,437.0,17115
6845,ID,F,551.0,0,1,56,16,20.0,232,297.0,252,310.0,11759
181799,WA,male,2049.0,51,5,43,25,35.0,442,448.0,573,626.0,24413
88153,IL,F,1380.0,11,17,73,8,13.0,385,449.0,417,485.0,16768
92514,IL,F,1499.0,32,2,71,9,15.0,408,419.0,444,479.0,15991
183954,WA,male,507.0,0,1,59,11,10.0,243,335.0,265,326.0,10337
141134,NV,M,603.0,1,9,9,6,9.0,199,261.0,233,280.0,12768
66532,MI,M,407.0,0,3,75,5,2.0,318,324.0,383,399.0,12183
7924,TX,F,471.0,1,2,80,9,12.0,230,268.0,273,302.0,10209
27890,GA,F,929.0,8,2,61,7,10.0,403,420.0,418,467.0,15864
58649,KY,F,521.0,0,0,87,8,10.0,258,330.0,315,371.0,13218
47371,AL,F,288.0,0,0,96,5,5.0,129,164.0,131,167.0,7079
26887,GA,F,914.0,1,3,30,25,30.0,522,542.0,540,560.0,17163
80577,WI,F,466.0,0,2,78,11,10.0,270,309.0,318,354.0,11581
61933,IN,M,534.0,2,5,70,20,20.0,292,306.0,363,388.0,13534
174358,OR,M,1550.0,24,8,39,17,10.0,456,613.0,549,709.0,22772
133555,ID,F,575.0,0,5,58,15,21.0,231,245.0,248,269.0,9659
82457,MN,F,687.0,0,6,73,4,5.0,230,219.0,261,267.0,11087
23065,SC,F,810.0,1,3,53,12,20.0,408,421.0,455,469.0,15766
88856,IL,F,2347.0,68,13,63,3,4.0,615,736.0,786,870.0,61923
168393,CA,M,2298.0,72,21,51,25,25.0,290,302.0,308,322.0,13270
143936,CA,M,4956.0,95,15,31,32,55.0,805,1081.0,861,1058.0,64234
86436,ND,M,857.0,0,0,62,5,5.0,245,282.0,275,320.0,12951
138311,AZ,Female,1708.0,36,7,19,9,20.0,437,586.0,551,684.0,29098
123469,TX,M,561.0,1,5,68,5,5.0,493,529.0,506,540.0,16623
135341,AZ,Female,700.0,0,9,12,12,12.0,205,221.0,276,295.0,12713
33284,FL,M,696.0,1,1,65,22,20.0,303,339.0,323,369.0,11637
180837,WA,male,1039.0,4,2,58,25,50.0,279,376.0,338,435.0,15485
37747,FL,M,1909.0,45,32,34,13,18.0,473,688.0,648,779.0,25255
108983,LA,M,535.0,0,0,92,12,17.0,165,154.0,200,199.0,7220
34591,FL,M,835.0,0,7,20,19,23.0,413,414.0,429,410.0,14004
100691,MO,M,553.0,0,1,76,4,5.0,196,193.0,236,236.0,9705
95347,IL,M,652.0,0,1,72,8,7.0,247,354.0,306,381.0,13469
14717,CO,F,1125.0,0,3,26,6,15.0,205,138.0,281,131.0,21600
63612,IN,F,416.0,0,0,76,13,18.0,209,221.0,229,243.0,10117
21097,NC,M,623.0,0,2,53,15,25.0,273,300.0,293,319.0,10923
178598,WA,F,1516.0,16,17,44,4,4.0,519,555.0,527,548.0,20117
81630,WI,F,182.0,0,2,59,4,12.0,78,181.0,126,209.0,8279
57087,KY,M,821.0,1,1,80,11,15.0,259,298.0,304,334.0,10613
81985,WI,male,486.0,0,0,83,7,14.0,274,327.0,289,336.0,11085
148795,CA,M,2259.0,71,18,48,6,10.0,557,567.0,600,603.0,18914
78778,WI,male,659.0,0,9,83,13,21.0,315,365.0,356,399.0,14721
121256,TX,M,423.0,0,6,73,9,15.0,294,323.0,322,360.0,10114
177041,OR,F,661.0,3,1,47,12,15.0,259,286.0,292,327.0,11461
141209,CO,M,660.0,0,10,43,15,10.0,203,238.0,223,262.0,12060
75346,IA,M,349.0,0,4,76,8,15.0,228,308.0,259,311.0,10584
187318,NC,female,550.0,1,2,79,12,18.0,249,356.0,293,360.0,12591
22119,NC,M,508.0,5,0,74,9,10.0,193,224.0,245,280.0,9443
22149,NC,M,639.0,2,1,77,9,20.0,228,269.0,289,333.0,12224
32622,FL,M,533.0,4,3,25,23,47.0,201,230.0,256,286.0,10597
76758,IA,F,275.0,0,0,89,5,10.0,282,319.0,288,331.0,11044
161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
70863,MI,M,494.0,0,1,93,6,20.0,269,331.0,316,373.0,12815
143996,CA,F,5951.0,99,25,36,7,10.0,1184,1330.0,1060,1093.0,80928
4314,IL,F,678.0,1,0,63,5,6.0,267,288.0,352,370.0,11401
5835,MN,F,404.0,0,1,88,10,30.0,256,295.0,304,347.0,11126
3891,TX,F,283.0,0,0,60,19,25.0,212,291.0,288,333.0,9043
87775,IL,F,1554.0,25,6,77,14,20.0,615,663.0,689,737.0,22600
9727,CA,F,5908.0,98,8,48,81,25.0,1122,1267.0,991,1088.0,81205
188841,NM,F,848.0,1,6,30,16,10.0,219,288.0,299,390.0,14894
15046,NC,female,595.0,0,0,85,2,10.0,289,346.0,330,381.0,13060
43781,FL,M,1069.0,7,5,15,6,10.0,198,257.0,308,367.0,16759
182319,WA,male,874.0,2,1,58,4,10.0,355,370.0,389,418.0,13393
130369,CO,F,1017.0,0,1,47,18,50.0,496,510.0,537,554.0,21385
147758,CA,F,5643.0,98,7,36,13,25.0,772,939.0,828,971.0,55164
18761,NC,female,714.0,0,4,60,9,15.0,425,434.0,419,432.0,13695
104234,MO,M,915.0,1,0,60,9,18.0,506,513.0,559,561.0,18191
30185,GA,F,748.0,1,1,62,10,30.0,352,372.0,369,423.0,13998
30907,GA,M,803.0,2,8,41,15,15.0,450,495.0,547,597.0,21132
105371,KS,,208.0,0,0,79,17,20.0,201,242.0,255,296.0,11136
57058,KY,M,432.0,1,0,73,11,25.0,174,230.0,223,279.0,8763
160851,CA,M,1485.0,4,9,60,12,16.0,399,478.0,432,469.0,15254
163546,CA,M,4169.0,95,29,41,11,15.0,540,670.0,570,667.0,24535
176053,OR,M,0.0,0,0,0,9,12.0,0,0.0,0,0.0,0
149534,CA,F,5000.0,98,16,42,25,30.0,850,931.0,862,931.0,39028
156152,CA,F,1115.0,4,9,37,11,16.0,313,340.0,354,391.0,16625
67177,MI,F,709.0,0,2,79,9,12.0,504,515.0,522,539.0,17801
34475,FL,M,696.0,2,3,51,20,20.0,277,314.0,325,355.0,12415
114803,OK,F,911.0,16,2,58,6,20.0,384,496.0,497,613.0,31001
15332,NC,M,723.0,0,6,47,6,10.0,371,414.0,398,456.0,18915
74235,MI,M,473.0,1,0,94,13,26.0,327,338.0,348,363.0,12580
167039,CA,,3201.0,92,9,72,5,5.0,497,552.0,539,591.0,19656
165509,CA,M,2213.0,77,7,62,4,10.0,447,447.0,491,491.0,16702
151653,CA,,1455.0,7,19,39,6,10.0,376,417.0,393,426.0,14860
100132,MO,F,393.0,0,0,71,10,15.0,216,258.0,258,301.0,10107
161726,CA,F,2453.0,86,16,45,5,7.0,438,451.0,436,475.0,15707
125986,TX,M,533.0,1,3,75,13,17.0,246,276.0,287,308.0,10096
185394,MI,F,647.0,0,7,80,8,5.0,285,317.0,300,338.0,12910
43799,FL,F,1044.0,15,8,35,13,20.0,366,318.0,458,499.0,22427
161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
138311,AZ,Female,1708.0,36,7,19,9,20.0,437,586.0,551,684.0,29098
123469,TX,M,561.0,1,5,68,5,5.0,493,529.0,506,540.0,16623
135341,AZ,Female,700.0,0,9,12,12,12.0,205,221.0,276,295.0,12713
,TX,F,321.0,0,3,68,8,,225,264.0,243,281.0,9372
,CA,F,5725.0,97,13,22,23,,610,763.0,698,807.0,53158
,AL,Male,931.0,0,0,65,4,,407,502.0,439,496.0,17743
,CA,F,1895.0,46,10,62,6,,317,389.0,405,471.0,17431
,Tennessee,F,715.0,2,0,75,9,,318,340.0,352,370.0,12416
,IL,F,3359.0,87,16,74,5,,878,897.0,934,973.0,35266
,AL,F,950.0,3,6,55,4,,264,295.0,330,378.0,20090
,IL,F,1243.0,9,18,70,10,,414,467.0,464,507.0,15884
,MO,M,1162.0,7,4,60,10,,529,560.0,571,612.0,18860
,GA,F,359.0,0,0,90,9,,205,260.0,250,292.0,9279
,NV,M,720.0,0,9,19,11,,328,357.0,358,381.0,12646
,SC,M,1168.0,15,1,68,5,,365,430.0,403,460.0,18128
,LA,F,324.0,1,0,91,8,,129,204.0,226,277.0,9585
,NM,M,828.0,2,4,39,20,,318,368.0,366,416.0,14887
,CA,F,1188.0,5,10,34,8,,166,218.0,194,243.0,10014
,MN,F,915.0,0,4,60,5,,469,514.0,514,566.0,17112
,CA,,2412.0,91,17,55,20,,549,534.0,564,549.0,16642
,IL,F,550.0,3,16,56,12,,157,173.0,215,217.0,6493
,CA,F,4135.0,97,7,60,7,,602,608.0,665,694.0,33830
,CA,F,2043.0,52,10,56,13,,296,569.0,399,598.0,15530
,MO,F,523.0,0,1,77,3,,314,330.0,327,350.0,11799
,MI,F,2417.0,69,17,43,10,,575,835.0,693,905.0,34152
,FL,F,831.0,1,5,17,7,,242,286.0,281,333.0,19039
,MI,M,364.0,1,3,76,9,,312,335.0,293,315.0,9474
,FL,F,795.0,0,6,12,7,,352,406.0,397,444.0,18613
,TX,U,408.0,0,15,71,4,,254,292.0,303,324.0,8051
,CA,M,2476.0,71,50,38,17,,366,453.0,470,537.0,15702
,CA,F,3693.0,97,23,56,11,,358,393.0,393,442.0,16753
,KY,F,382.0,0,0,92,10,,173,211.0,233,259.0,9037
,IN,,667.0,1,2,70,6,,243,311.0,298,351.0,12239
,FL,M,906.0,3,4,37,10,,296,377.0,360,473.0,16729
,FL,M,715.0,0,6,28,7,,362,371.0,388,408.0,12806
,LA,M,576.0,2,1,66,7,,290,318.0,339,375.0,9596
,WI,male,335.0,0,1,88,10,,209,252.0,268,311.0,9461
,WA,F,1424.0,21,4,56,9,,419,446.0,477,506.0,16767
,AL,F,733.0,0,1,75,10,,316,378.0,374,412.0,19790
,SC,F,1333.0,11,2,29,8,,162,451.0,234,476.0,4738
,CA,M,3899.0,97,14,49,33,,733,786.0,749,811.0,28586
,FL,M,658.0,0,11,23,5,,373,392.0,417,436.0,14942
,KS,M,498.0,0,0,69,5,,273,302.0,304,346.0,12893
,ID,M,793.0,16,0,45,7,,359,372.0,464,505.0,19844
,OR,F,641.0,1,4,45,14,,291,300.0,356,391.0,12815
,AZ,,558.0,0,4,33,14,,298,301.0,327,345.0,10331
,CA,F,3314.0,99,33,47,11,,781,755.0,820,828.0,25608
,AP,Male,0.0,0,0,0,9,,0,0.0,0,0.0,0
,MI,F,558.0,0,0,69,6,,344,366.0,398,414.0,14032
,MT,female,419.0,1,1,63,7,,184,214.0,253,279.0,9682
,MO,F,1783.0,36,0,62,20,,577,603.0,609,653.0,26826
,CO,F,543.0,0,1,55,15,,428,431.0,421,434.0,12010
,NE,M,1344.0,12,4,53,7,,639,733.0,676,758.0,27610
,MI,F,1335.0,24,4,67,22,,597,682.0,644,724.0,28770
,WI,male,493.0,1,2,81,2,,213,248.0,258,294.0,10815
,FL,F,888.0,0,5,13,5,,328,368.0,371,410.0,17342
,CA,F,1968.0,45,9,50,9,,416,485.0,449,496.0,16541
,IN,M,1033.0,4,14,47,15,,329,460.0,376,473.0,16482
,FL,M,934.0,9,4,11,6,,324,391.0,404,478.0,17408
,MI,F,578.0,1,2,83,9,,242,306.0,279,328.0,12451
,MS,M,406.0,0,1,61,17,,240,243.0,255,265.0,6733
,NC,M,474.0,1,1,73,9,,163,205.0,218,253.0,10597
,FL,M,721.0,2,3,51,8,,302,339.0,335,365.0,12474
,NE,M,443.0,0,1,79,36,,231,288.0,281,323.0,11042
,MI,F,841.0,0,2,79,10,,334,409.0,378,462.0,17676
,FL,M,724.0,0,19,25,12,,327,384.0,319,371.0,15784
,TX,F,924.0,1,3,55,4,,414,443.0,427,438.0,14092
,SC,F,1056.0,5,6,78,3,,405,498.0,444,485.0,15432
,OK,F,1017.0,2,0,55,13,,672,700.0,647,673.0,18233
,MI,F,668.0,8,3,24,25,,300,322.0,344,385.0,14567
,CA,F,3528.0,98,18,43,6,,814,808.0,867,867.0,25564
,TX,F,417.0,0,0,89,14,,277,300.0,258,326.0,10308
,CA,F,1232.0,1,14,37,3,,203,229.0,241,267.0,10129
,SD,M,396.0,1,1,18,9,,248,274.0,284,304.0,10419
,FL,M,764.0,1,10,9,15,,269,307.0,317,353.0,13439
,IN,F,877.0,0,14,53,5,,419,473.0,450,496.0,16981
,IN,M,696.0,3,0,73,10,,354,402.0,407,472.0,15493
,CO,F,1109.0,4,0,64,13,,513,587.0,606,636.0,20235
,CA,F,2099.0,53,3,66,10,,588,609.0,610,643.0,19738
,CA,F,4778.0,95,9,58,19,,792,981.0,849,987.0,35530
,CA,M,2264.0,68,13,42,11,,430,441.0,404,392.0,16795
,NM,F,740.0,2,9,26,4,,240,288.0,294,324.0,10701
,GA,F,573.0,0,1,84,7,,250,295.0,285,316.0,9846
,IL,M,258.0,0,7,63,5,,60,120.0,89,209.0,4884
,IA,F,240.0,0,1,85,2,,232,280.0,271,315.0,10744
,NC,M,701.0,1,3,74,15,,297,335.0,405,468.0,15258
,LA,F,305.0,1,0,83,13,,95,103.0,162,182.0,6104
,GA,,1271.0,4,5,39,15,,733,752.0,743,752.0,23282
,HI,F,1233.0,20,11,71,7,,310,347.0,365,399.0,11450
,GA,F,802.0,1,2,65,11,,479,488.0,531,555.0,16469
,WI,male,929.0,3,4,80,5,,315,403.0,341,438.0,17069
,OR,F,2070.0,53,4,41,5,,540,781.0,678,876.0,33467
,GA,M,387.0,1,0,74,4,,191,221.0,285,325.0,11604
,MT,female,585.0,0,1,58,8,,197,244.0,228,288.0,11955
,WA,male,1133.0,1,2,59,9,,596,596.0,591,610.0,19287
,CA,M,5914.0,98,17,38,12,,1490,1500.0,1275,1282.0,58689
,GA,F,656.0,3,0,58,7,,304,309.0,308,312.0,14123
,KY,F,439.0,0,0,84,11,,328,335.0,350,356.0,9955
,CA,F,2356.0,77,7,43,11,,520,683.0,651,762.0,31180
,AZ,Female,967.0,13,7,9,6,,254,359.0,287,408.0,19177
,WI,male,342.0,0,1,81,5,,174,228.0,217,262.0,8356
,IL,M,435.0,1,1,65,10,,353,399.0,345,373.0,13341
,FL,,578.0,6,3,51,14,,248,280.0,309,338.0,12336
,NV,F,463.0,0,0,51,14,,177,189.0,221,233.0,8068
,WI,male,607.0,1,1,82,4,,298,330.0,324,361.0,12279
,Tennessee,F,353.0,0,0,51,9,,179,220.0,221,258.0,9059
,FL,M,810.0,0,2,24,11,,295,373.0,374,430.0,19398
,MT,female,375.0,0,0,62,8,,200,181.0,225,222.0,7976
,OR,M,865.0,4,6,36,10,,459,536.0,530,615.0,21364
,FL,M,1172.0,6,3,28,25,,455,502.0,487,525.0,18415
,AR,Female,1906.0,44,0,21,8,,512,540.0,759,896.0,41437
,TX,M,916.0,0,3,68,9,,505,571.0,496,571.0,18849
,TX,F,1234.0,19,3,58,11,,363,456.0,441,561.0,21054
,MI,F,567.0,0,0,80,23,,359,395.0,370,405.0,14794
,FL,F,752.0,0,9,24,5,,346,367.0,374,413.0,14353
,OR,M,685.0,0,6,54,10,,237,305.0,306,338.0,11659
,AZ,M,611.0,0,7,56,10,,289,302.0,332,354.0,9529
,CA,F,0.0,0,0,0,5,,0,0.0,0,0.0,0
,CA,M,1447.0,9,9,44,23,,296,402.0,355,434.0,17489
,HI,M,2786.0,68,19,67,15,,301,366.0,340,393.0,16808
,FL,M,782.0,0,2,33,6,,435,437.0,443,451.0,14253
,WI,male,930.0,2,1,76,11,,397,511.0,441,552.0,17794
,TX,F,693.0,5,3,75,6,,332,339.0,367,390.0,15009
,OK,F,208.0,0,0,60,3,,210,261.0,261,305.0,11711
,CA,M,4474.0,87,18,41,10,,467,608.0,583,687.0,27544
,IA,F,334.0,0,0,84,12,,165,193.0,219,268.0,10461
,CA,M,1234.0,2,27,38,5,,284,276.0,308,284.0,8270
,CA,M,4286.0,95,24,41,5,,811,910.0,883,947.0,33614
,IL,F,1072.0,0,10,83,18,,547,597.0,555,636.0,17662
,TX,F,696.0,1,1,77,10,,409,439.0,439,470.0,18427
,CA,M,1734.0,31,5,50,8,,607,635.0,638,674.0,22234
,IL,F,550.0,6,0,49,5,,91,163.0,166,254.0,10050
,CA,M,3874.0,94,6,42,14,,776,759.0,865,852.0,29217
,CO,M,759.0,3,5,32,18,,270,307.0,316,352.0,13278
,CA,M,2105.0,59,43,28,10,,535,555.0,557,578.0,17785
,CA,F,1368.0,20,7,56,6,,379,416.0,487,528.0,23121
,FL,F,1167.0,20,11,20,15,,267,274.0,323,349.0,14192
,NC,M,859.0,0,1,71,20,,428,454.0,442,482.0,15841
,NV,M,1291.0,20,4,23,10,,349,373.0,402,447.0,14894
,AZ,Female,962.0,1,13,4,5,,349,379.0,419,487.0,20739
,TX,F,420.0,1,1,78,15,,171,234.0,247,293.0,10643
,FL,F,1571.0,28,17,15,22,,473,496.0,518,526.0,21109
,WI,F,842.0,0,3,70,9,,463,469.0,492,493.0,15371
,IL,F,517.0,1,0,74,2,,303,344.0,348,416.0,15032
,SC,F,1299.0,2,0,43,4,,577,589.0,590,596.0,19461
,KS,U,731.0,2,0,76,5,,354,370.0,398,423.0,14555
,CA,F,670.0,1,1,74,8,,182,194.0,239,252.0,8448
,AZ,Female,593.0,0,3,42,12,,230,319.0,272,317.0,11405
,TX,M,444.0,0,1,80,5,,203,241.0,249,286.0,9449
,TX,M,509.0,2,26,49,5,,237,262.0,263,291.0,9830
,IL,M,570.0,0,6,68,8,,273,322.0,341,406.0,15035
,CO,F,516.0,2,1,56,9,,231,252.0,275,295.0,10607
,CA,F,960.0,2,6,60,23,,288,272.0,329,314.0,13094
,TX,F,0.0,0,0,0,10,,0,0.0,0,0.0,0
,SC,M,781.0,1,1,54,8,,357,375.0,373,408.0,13977
,Tennessee,F,829.0,1,0,57,10,,345,394.0,404,432.0,16592
,FL,F,1458.0,24,22,3,5,,275,446.0,427,597.0,34713
,WA,F,978.0,5,3,58,15,,312,329.0,369,384.0,12859
,CA,F,2111.0,56,6,32,20,,463,551.0,529,580.0,22198
,GA,M,899.0,1,4,60,10,,489,503.0,503,513.0,16749
,WA,F,666.0,1,4,43,20,,358,432.0,394,486.0,17162
,CA,M,5000.0,98,9,44,10,,665,780.0,737,827.0,37898
,OR,F,620.0,0,3,44,9,,232,288.0,284,331.0,11354
,NE,M,612.0,0,3,64,13,,359,404.0,380,400.0,14320
,IN,U,482.0,0,0,55,3,,344,429.0,401,447.0,13525
,CA,F,2247.0,60,10,56,9,,357,425.0,430,500.0,18748
,IN,F,1395.0,28,7,61,9,,575,580.0,687,704.0,24518
,TX,F,586.0,0,2,65,9,,242,295.0,288,348.0,13539
,MI,M,628.0,2,3,71,8,,310,344.0,337,369.0,12788
,CA,M,1601.0,21,13,62,11,,329,351.0,453,492.0,14811
,KY,M,277.0,0,0,74,20,,112,123.0,154,168.0,5611
,AZ,,801.0,0,2,34,12,,349,416.0,410,476.0,15610
,KS,M,220.0,0,2,71,3,,181,238.0,220,272.0,9296
,CA,F,2380.0,77,6,21,8,,420,490.0,567,586.0,32129
,OR,M,492.0,1,2,39,5,,198,229.0,247,284.0,9629
,WA,male,1449.0,3,10,46,6,,605,618.0,635,657.0,17504
,NC,M,1044.0,15,5,40,10,,269,299.0,278,329.0,12648
,FL,F,969.0,8,6,14,26,,356,390.0,401,460.0,18690
,AZ,M,1390.0,18,6,0,12,,386,412.0,457,482.0,25272
,UT,F,693.0,0,2,81,20,,343,357.0,367,383.0,9139
,IN,F,537.0,1,1,82,4,,341,393.0,388,428.0,13705
,MO,F,652.0,5,2,57,15,,236,309.0,303,372.0,13699
,CA,F,2679.0,83,16,44,8,,564,600.0,595,592.0,25475
,FL,F,1155.0,12,2,35,12,,328,399.0,399,458.0,15451
,IL,M,1358.0,3,25,61,7,,447,481.0,470,501.0,18607
,CA,F,2192.0,68,14,62,3,,364,425.0,407,487.0,17677
,NC,M,1285.0,11,3,41,17,,608,636.0,640,676.0,23458
,IL,M,1435.0,6,10,78,9,,423,473.0,485,517.0,18160
,KY,M,556.0,0,1,82,10,,247,288.0,274,322.0,10031
,CA,F,2875.0,75,14,34,10,,290,374.0,347,442.0,24936
,CA,F,885.0,1,35,47,18,,207,171.0,263,220.0,6142
,FL,F,824.0,3,8,13,20,,263,289.0,313,352.0,13532
,MI,M,727.0,2,5,63,17,,148,383.0,260,463.0,18187
,TX,F,570.0,2,1,76,10,,226,249.0,276,301.0,10637
,OR,M,0.0,0,0,0,8,,0,0.0,0,0.0,0
,MI,M,1770.0,15,10,79,12,,712,720.0,713,730.0,24238
,LA,F,590.0,0,0,77,7,,252,282.0,309,329.0,11072
,MO,F,238.0,0,0,82,14,,176,225.0,233,287.0,10253
,IN,M,521.0,0,2,71,18,,252,297.0,293,343.0,10057
,CA,,2439.0,68,17,48,17,,521,572.0,574,619.0,21808
,NC,female,844.0,21,0,55,15,,263,286.0,323,352.0,12936
,FL,F,693.0,7,1,24,15,,373,457.0,413,463.0,16854
,KS,M,237.0,0,0,80,12,,194,222.0,218,261.0,9190
,CA,M,2102.0,57,14,57,15,,342,412.0,416,463.0,16054
,WI,F,571.0,0,3,74,9,,243,307.0,295,349.0,13144
,FL,F,1033.0,25,6,36,13,,471,545.0,544,598.0,22327
,CA,,1693.0,23,6,58,10,,423,467.0,457,492.0,17493
,MT,M,589.0,0,0,54,11,,289,318.0,294,334.0,12204
,TX,M,1938.0,50,33,40,10,,171,174.0,197,205.0,7708
,FL,M,775.0,0,14,8,3,,236,296.0,308,363.0,15628
,NC,,1024.0,11,1,33,7,,360,364.0,396,429.0,15002
,IL,F,886.0,3,0,68,16,,482,465.0,447,433.0,13887
,MO,F,915.0,7,3,62,10,,377,432.0,445,492.0,16206
,OR,F,1163.0,2,12,30,8,,617,631.0,633,655.0,24280
,HI,F,2506.0,70,8,55,8,,449,455.0,501,517.0,16302
,GA,F,717.0,3,3,53,12,,339,388.0,381,424.0,14609
,NC,female,405.0,0,1,91,11,,187,182.0,216,214.0,7303
,GA,M,1025.0,4,1,58,13,,425,493.0,470,519.0,17688
,WI,F,438.0,0,0,81,4,,342,360.0,339,373.0,11227
,MS,M,1449.0,28,0,74,5,,735,783.0,720,791.0,29612
,MS,M,440.0,0,0,75,4,,270,288.0,315,364.0,11109
,CA,F,1812.0,19,7,52,4,,415,452.0,435,464.0,16451
,OR,M,779.0,1,4,25,4,,215,223.0,249,262.0,9279
,CA,M,3431.0,86,20,51,15,,549,626.0,610,664.0,20683
,GA,M,928.0,18,11,68,17,,243,310.0,396,472.0,17216
,CA,F,5882.0,98,40,23,9,,533,596.0,623,657.0,31652
,WI,F,660.0,1,2,90,9,,308,326.0,351,370.0,11996
,WA,male,732.0,0,3,33,16,,411,425.0,434,445.0,13863
,IN,F,225.0,0,0,79,3,,191,198.0,185,226.0,7426
,MI,F,376.0,0,1,89,4,,253,304.0,281,321.0,10637
,GA,F,920.0,9,1,65,17,,323,375.0,404,449.0,15305
,OR,F,700.0,0,4,54,15,,360,390.0,394,424.0,13620
,MI,M,764.0,1,3,74,3,,221,385.0,305,458.0,16824
,KS,M,738.0,0,1,60,6,,458,509.0,479,503.0,17494
,GA,F,821.0,0,9,36,20,,361,413.0,407,442.0,16822
,SC,M,475.0,1,0,86,25,,285,302.0,275,301.0,9446
,CA,F,1392.0,16,14,72,15,,343,381.0,484,516.0,19194
,UT,F,866.0,2,0,77,8,,399,426.0,446,475.0,10550
,CA,F,956.0,6,8,34,6,,205,272.0,272,325.0,13234
,CA,U,2341.0,70,12,50,8,,311,469.0,427,502.0,13577
,WA,male,1009.0,4,1,44,5,,557,562.0,615,619.0,17660
,MS,female,398.0,0,1,81,9,,243,277.0,270,309.0,9897
,IN,M,448.0,0,0,80,5,,239,291.0,274,320.0,11284
,IN,M,522.0,1,1,64,13,,280,293.0,323,334.0,10311
,CA,F,3567.0,88,6,46,3,,639,739.0,710,832.0,35491
,CA,F,1444.0,10,8,60,6,,439,441.0,475,485.0,16815
,TX,,462.0,0,2,76,10,,214,266.0,274,311.0,10650
,FL,M,514.0,1,9,53,15,,222,258.0,268,298.0,11184
,CO,F,774.0,1,0,36,5,,360,367.0,392,396.0,16493
,AZ,Female,1436.0,25,9,12,7,,298,378.0,395,466.0,20792
,CA,M,633.0,1,12,64,25,,269,273.0,291,299.0,9551
,CA,F,1869.0,38,5,61,6,,559,560.0,577,600.0,20539
,CO,M,1213.0,19,3,33,12,,363,416.0,436,493.0,18860
,TX,F,271.0,0,0,76,13,,114,180.0,168,258.0,7545
,FL,M,740.0,0,18,23,15,,314,318.0,348,348.0,11579
,AL,Male,714.0,0,3,81,4,,324,463.0,383,463.0,16087
,WA,F,457.0,0,4,63,6,,259,323.0,308,370.0,12804
,IL,M,568.0,0,0,84,4,,220,279.0,282,353.0,12599
,AZ,M,480.0,1,2,21,9,,173,214.0,214,235.0,9091
,LA,F,1381.0,19,1,64,15,,631,672.0,718,776.0,29012
,MT,female,425.0,0,0,70,22,,169,163.0,277,163.0,17618
,AZ,M,863.0,0,4,0,68,,274,325.0,368,446.0,22486
,FL,F,837.0,8,3,49,11,,321,341.0,397,431.0,13796
,CA,F,1429.0,12,35,44,12,,260,253.0,315,329.0,9400
,CA,,0.0,0,22,16,5,,303,664.0,388,725.0,33139
,CA,M,1637.0,33,8,46,11,,345,405.0,403,454.0,15788
,MI,M,1559.0,27,7,80,20,,557,621.0,604,666.0,25181
,MI,F,835.0,2,5,67,9,,473,497.0,477,507.0,16227
,CA,F,1259.0,13,10,54,13,,389,396.0,434,458.0,15213
,LA,F,599.0,0,0,83,13,,271,335.0,302,352.0,11920
,CA,M,2123.0,56,11,49,24,,458,480.0,517,539.0,16611
,FL,F,1503.0,29,8,33,9,,396,572.0,519,659.0,25969
,AR,Female,576.0,0,1,78,12,,284,311.0,326,351.0,10860
,MI,F,922.0,1,2,77,10,,448,481.0,504,526.0,20513
,WA,male,1598.0,9,6,42,25,,510,514.0,557,568.0,17443
,TX,F,626.0,2,22,68,15,,235,246.0,258,272.0,7918
,FL,J,546.0,0,8,27,12,,250,258.0,262,270.0,10078
,KS,F,491.0,0,0,74,4,,325,342.0,334,356.0,13143
,FL,F,607.0,1,2,29,8,,285,344.0,331,362.0,12378
,CO,M,844.0,0,1,49,8,,350,356.0,386,393.0,13175
,NE,F,275.0,0,0,89,10,,192,252.0,286,338.0,11164
,CA,M,956.0,4,27,44,9,,190,278.0,257,303.0,8899
,CA,F,2653.0,86,31,50,12,,418,417.0,448,444.0,13440
,CA,F,788.0,0,28,33,8,,71,119.0,116,155.0,6409
,WA,male,1244.0,2,10,46,15,,418,423.0,450,459.0,14816
,OR,F,407.0,0,1,53,4,,186,220.0,232,271.0,9728
